playerId,name,tmPlayerId,tmUrl,birthDate,age,nationalities,mainPosition,positionGroup,clubName,tmClubId,competition,portraitPresent,marketValue,contractExpires,preferredFoot,profileLastSyncedAt,performancePresent,opportunityPresent,identitySignals,identityQuality
"cmtr671cr004x33yn92kz3vkd","Nordin Kamolov","seed:UZ1-2026-BUNYODKO-035","seed://uz1/UZ1-2026-BUNYODKO-035","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cg004933ynsvtfqh3c","Nuridin Xasanov","seed:UZ1-2026-BUNYODKO-022","seed://uz1/UZ1-2026-BUNYODKO-022","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671fq00bf33yn539hwauc","Nurmuhammad Toshpulatov","seed:UZ1-2026-NAVBAHOR-023","seed://uz1/UZ1-2026-NAVBAHOR-023","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c7003n33ynitct6qvr","Obid Djurabayev","seed:UZ1-2026-BUNYODKO-011","seed://uz1/UZ1-2026-BUNYODKO-011","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671e6008333yn3kpjcebi","Oleksandr Vorobey","seed:UZ1-2026-NASAFQAR-001","seed://uz1/UZ1-2026-NASAFQAR-001","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671i200fj33ynx3evrwno","Olim Navkarov","seed:UZ1-2026-QIZILQUM-013","seed://uz1/UZ1-2026-QIZILQUM-013","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671el009333ynlak4ygoi","Quvonch Xushvaqtov","seed:UZ1-2026-NASAFQAR-020","seed://uz1/UZ1-2026-NASAFQAR-020","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671dr006x33ynn7lwbiqi","Rashid Abubakar","seed:UZ1-2026-MASHALMU-005","seed://uz1/UZ1-2026-MASHALMU-005","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671do006p33yn8y8cj858","Roman Khadzhiev","seed:UZ1-2026-MASHALMU-001","seed://uz1/UZ1-2026-MASHALMU-001","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671hp00eh33yn3c7jknn5","Saidumarkhon Saidnurullayev","seed:UZ1-2026-PAKHTAKO-024","seed://uz1/UZ1-2026-PAKHTAKO-024","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c1003933yniw89xuto","Sakhob Jurayev","seed:UZ1-2026-BUNYODKO-004","seed://uz1/UZ1-2026-BUNYODKO-004","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671kd00lt33ynp0v20lxu","Salamat Kutybaev","seed:UZ1-2026-LOKOMOTI-049","seed://uz1/UZ1-2026-LOKOMOTI-049","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671dp006r33yn3zff475o","Samandar Ochilov","seed:UZ1-2026-MASHALMU-002","seed://uz1/UZ1-2026-MASHALMU-002","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671iu00hp33yns7uh1jze","Samandar Sindarov","seed:UZ1-2026-SOGDIANA-009","seed://uz1/UZ1-2026-SOGDIANA-009","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ac000r33yngw5qhngu","Sanjar Tursunov","seed:UZ1-2026-AGMK-014","seed://uz1/UZ1-2026-AGMK-014","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671dy007h33ynwumm3a6a","Sanjar Zokirov","seed:UZ1-2026-MASHALMU-015","seed://uz1/UZ1-2026-MASHALMU-015","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jh00jb33ynjirk7khw","Sardor Kabuldzhanov","seed:UZ1-2026-LOKOMOTI-002","seed://uz1/UZ1-2026-LOKOMOTI-002","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ek008z33ynukziqadq","Sardor Sadulloev","seed:UZ1-2026-NASAFQAR-018","seed://uz1/UZ1-2026-NASAFQAR-018","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671c3003f33ynixowtcx1","Sergei Simonenko","seed:UZ1-2026-BUNYODKO-007","seed://uz1/UZ1-2026-BUNYODKO-007","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jq00jv33ynuy74lv0z","Sergey Prokhorov","seed:UZ1-2026-LOKOMOTI-013","seed://uz1/UZ1-2026-LOKOMOTI-013","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671h600dh33yn7l629f0y","Shahzod Azmiddinov","seed:UZ1-2026-PAKHTAKO-004","seed://uz1/UZ1-2026-PAKHTAKO-004","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ds006z33yn9h22yeku","Shakhboz Juraev","seed:UZ1-2026-MASHALMU-006","seed://uz1/UZ1-2026-MASHALMU-006","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671cq004t33yne68rms72","Shakzodbek Nurmatov","seed:UZ1-2026-BUNYODKO-033","seed://uz1/UZ1-2026-BUNYODKO-033","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jx00kh33ynxpdaa56d","Sherzodbek Karimov","seed:UZ1-2026-LOKOMOTI-025","seed://uz1/UZ1-2026-LOKOMOTI-025","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gx00cx33ynrb47oy3a","Shohruhbek Rahmonaliev","seed:UZ1-2026-NEFTCHIF-026","seed://uz1/UZ1-2026-NEFTCHIF-026","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671i300fl33ynuvmmas1a","Shoxrux Norxonov","seed:UZ1-2026-QIZILQUM-014","seed://uz1/UZ1-2026-QIZILQUM-014","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ix00hz33yn6h9p63ua","Siroy Meliev","seed:UZ1-2026-SOGDIANA-015","seed://uz1/UZ1-2026-SOGDIANA-015","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ah000v33ynfyqyk7cw","Sirozhiddin Bashriddinov","seed:UZ1-2026-AGMK-016","seed://uz1/UZ1-2026-AGMK-016","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ey009x33ynbra5f93v","Stefan Colovic","seed:UZ1-2026-NASAFQAR-038","seed://uz1/UZ1-2026-NASAFQAR-038","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671jm00jj33ynkds3d1k6","Sukhrobjon Sultanov","seed:UZ1-2026-LOKOMOTI-007","seed://uz1/UZ1-2026-LOKOMOTI-007","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671de006d33yn4eetik6r","Til Mavretic","seed:UZ1-2026-DINAMOSA-025","seed://uz1/UZ1-2026-DINAMOSA-025","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671kh00m733ynzskk8uyx","Timur Bekchanov","seed:UZ1-2026-XORAZMUR-006","seed://uz1/UZ1-2026-XORAZMUR-006","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ct005133yny2hwlswz","Toni Jovic","seed:UZ1-2026-BUNYODKO-037","seed://uz1/UZ1-2026-BUNYODKO-037","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671iy00i133ynodwtar3p","Ulugbek Kenjayev","seed:UZ1-2026-SOGDIANA-016","seed://uz1/UZ1-2026-SOGDIANA-016","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671al001333yn7aum4gyh","Ulugbek Sunnatov","seed:UZ1-2026-AGMK-020","seed://uz1/UZ1-2026-AGMK-020","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ec008h33ynri5id0x9","Umidjon Ergashev","seed:UZ1-2026-NASAFQAR-008","seed://uz1/UZ1-2026-NASAFQAR-008","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671js00k133yn95uksvtz","Valeri Kichin","seed:UZ1-2026-LOKOMOTI-016","seed://uz1/UZ1-2026-LOKOMOTI-016","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671a2000b33yna1l1z502","Vitaliy Denisov","seed:UZ1-2026-AGMK-006","seed://uz1/UZ1-2026-AGMK-006","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gv00ct33yn6sbcdgr6","Yahyo To'xtashev","seed:UZ1-2026-NEFTCHIF-024","seed://uz1/UZ1-2026-NEFTCHIF-024","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671h300d933ynciawl3l0","Yahyo Zuhriddinov","seed:UZ1-2026-NEFTCHIF-034","seed://uz1/UZ1-2026-NEFTCHIF-034","","","[]","UNKNOWN","FW","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671gt00cr33ynjju6fciu","Yahyoxon Isaqov","seed:UZ1-2026-NEFTCHIF-022","seed://uz1/UZ1-2026-NEFTCHIF-022","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ea008d33ynav10y0a0","Zafar Safaev","seed:UZ1-2026-NASAFQAR-006","seed://uz1/UZ1-2026-NASAFQAR-006","","","[]","Goalkeeper","GK","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671k000kp33ynsxssn6nw","Zhasur Khasanov","seed:UZ1-2026-LOKOMOTI-029","seed://uz1/UZ1-2026-LOKOMOTI-029","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671dx007d33ynzgiyklzq","Zhonibek Mirzakulov","seed:UZ1-2026-MASHALMU-013","seed://uz1/UZ1-2026-MASHALMU-013","","","[]","UNKNOWN","MF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
"cmtr671ir00hf33ynubqjp7y2","Zoir Jurabaev","seed:UZ1-2026-SOGDIANA-004","seed://uz1/UZ1-2026-SOGDIANA-004","","","[]","UNKNOWN","DF","","","","false","","","UNKNOWN","","false","true","1","WEAK"
